@relation wisconsin-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {M,B}

@data
2141.409965,-3449.114824,-345.050051,-3638.934567,3531.600709,475.889325,-9.968472,1997.284719,31.976083,51.210632,M
1236.566445,-1487.814344,-181.176931,-1618.164901,1653.866519,325.570888,-6.078459,753.607304,37.42579,55.568071,M
979.607485,-898.547043,-161.059953,-1021.140147,1033.028007,272.165559,-6.567587,318.752809,33.386028,40.852299,B
433.811351,-355.299105,-81.740795,-409.145286,469.518163,155.672487,-2.674702,185.048342,20.276464,27.968796,B
588.239113,-495.701925,-140.82718,-610.357637,583.458664,227.792148,-8.208492,214.461319,25.71663,33.006902,B
445.483779,-330.567285,-79.231764,-442.073893,467.894821,209.76739,-7.600949,187.112496,36.249778,50.554404,B
1217.679349,-1443.477922,-220.006375,-1608.555278,1565.967088,361.907634,-10.289577,736.261058,37.998735,53.538181,M
499.796978,-398.908046,-109.323635,-495.468639,507.232517,200.69051,-8.242033,189.353216,24.013412,37.554502,B
980.854743,-1336.820021,-147.813597,-1454.703763,1497.472931,305.711523,-6.454089,851.035543,41.090221,60.337876,M
1254.799796,-1374.911485,-171.449474,-1511.117763,1563.804692,329.098296,-5.93314,626.832357,41.335115,60.356232,M
530.238793,-411.560033,-73.788395,-523.062387,581.369811,219.808459,-6.079083,204.052178,36.323362,58.33558,B
744.581155,-642.083063,-114.158558,-741.67883,793.105415,230.119569,-4.671895,252.4595,32.728633,43.146499,B
492.149541,-420.791977,-92.670157,-512.827857,547.172656,202.263732,-4.255545,232.85407,28.659535,41.658889,B
927.214671,-785.379985,-138.21055,-876.383234,937.220483,235.514763,-3.944053,233.469935,28.300501,35.926596,B
2100.347094,-2972.452952,-333.168235,-3157.462676,3058.246431,463.455902,-10.516528,1552.064783,36.702105,47.690592,M
465.588784,-363.605096,-117.845186,-459.480447,452.574726,198.517912,-6.320704,175.994722,25.287838,28.624686,B
1751.46514,-2655.150007,-258.612922,-2817.549998,2801.272843,419.266783,-6.910034,1547.711359,42.439298,60.68124,M
1099.073879,-1214.338528,-160.598089,-1286.896781,1369.752187,260.598815,-3.802285,577.591936,27.260065,37.369843,M
884.065856,-880.355078,-130.740443,-969.524786,1036.486648,240.107665,-4.498638,386.618595,28.468515,42.184723,B
1518.180292,-1895.626832,-273.85845,-2075.672471,1979.692105,394.237436,-10.151619,915.731174,33.686154,44.574397,M
1013.179245,-874.478461,-186.646852,-971.266352,984.263109,249.432393,-6.096923,235.498981,18.67665,23.544094,B
1849.428617,-2549.262769,-407.304755,-2799.594261,2536.843539,502.51519,-10.985688,1300.233966,28.209929,34.033205,M
2269.847301,-2506.888314,-394.056368,-2774.525579,2606.73243,547.198203,-17.394709,935.55699,41.36844,58.814989,M
944.918378,-889.609338,-136.030473,-988.679191,1056.804497,253.552993,-4.637739,347.88793,31.080819,45.066517,B
769.508189,-723.364745,-114.381241,-848.448933,895.506076,262.567412,-7.040752,340.993415,36.050673,59.623365,B
970.711143,-874.578837,-131.715622,-949.992812,1051.802177,239.981927,-3.648357,319.154818,27.341409,42.230059,B
3404.643515,-4081.80256,-445.192604,-4334.765146,4221.261217,606.404151,-14.111676,1535.100904,42.764248,61.046882,M
2052.371365,-1964.266929,-282.362387,-2178.780477,2142.389354,442.10557,-14.468323,520.589192,45.352867,61.909982,M
835.257634,-806.226506,-117.886859,-890.13169,971.829326,231.552844,-4.464153,351.989513,26.925452,45.633508,B
1979.077453,-2518.296401,-300.342027,-2693.805359,2635.822795,429.448592,-10.643088,1161.659162,31.815799,50.980541,M
1207.005898,-1184.774404,-179.291871,-1326.029729,1349.590468,318.52643,-9.270681,452.376164,36.77828,54.824641,M
1997.463241,-2547.821057,-257.663983,-2693.327017,2714.664015,406.510766,-6.091692,1201.851886,42.178641,54.345065,M
885.710473,-803.025082,-121.234879,-916.116777,983.347286,265.124948,-6.035331,331.394719,37.622724,55.69577,B
1200.797518,-1194.749922,-207.582098,-1309.139932,1313.566149,298.035004,-7.364074,446.665298,26.312623,33.101607,B
1227.660534,-1177.132513,-171.333531,-1318.781791,1351.628267,314.332262,-5.600638,413.399478,41.598016,52.517422,B
1338.49961,-1220.545699,-179.361932,-1347.164035,1399.953396,308.829751,-4.686306,358.630455,39.116012,46.446567,M
1038.810618,-1252.34173,-170.429417,-1352.011475,1380.863702,274.0527,-6.461467,650.555027,25.392315,40.88847,B
1034.756147,-1015.187799,-148.388759,-1122.761919,1182.225107,270.352495,-5.751535,405.670323,31.580666,47.495348,B
1322.244088,-1559.473405,-212.695753,-1683.677902,1696.205652,331.804089,-7.336534,759.135526,33.952335,43.906085,M
2304.119944,-2746.607361,-325.58807,-2961.448353,2882.605757,476.218727,-10.054087,1096.603126,39.773048,57.775454,M
837.62999,-685.312025,-140.359526,-794.699754,824.786036,244.247743,-6.571747,213.058167,30.718562,38.974567,B
571.172333,-478.422888,-96.341464,-590.881621,621.940734,222.39629,-6.940643,231.917134,34.40182,49.132446,B
772.120901,-729.273243,-126.050049,-795.943176,864.219855,208.043229,-3.19747,309.281851,22.06384,30.894557,B
1197.672292,-1212.211209,-156.315975,-1328.299848,1404.889204,297.925643,-6.768924,488.893286,33.992086,56.877232,M
1112.660692,-1355.650508,-165.486196,-1506.053248,1521.157287,331.646838,-6.872379,730.758021,42.893876,63.581747,M
294.314386,-209.493624,-58.82921,-278.308955,320.75835,149.983476,-5.10089,149.048965,23.212235,36.612662,B
864.029163,-756.438263,-102.089901,-867.19591,954.642359,251.627989,-4.708424,279.596284,35.365805,59.885218,B
581.097313,-467.206936,-84.50371,-558.097985,629.502798,211.29532,-4.335479,221.269872,33.262841,48.757303,B
643.303883,-539.205729,-115.965478,-648.261541,673.493816,230.670047,-6.410285,236.973805,33.313493,43.202715,B
1003.385295,-1242.627258,-171.801912,-1339.433909,1377.336883,276.952517,-4.895901,686.620135,26.254166,40.670784,M
783.462092,-721.010558,-114.861123,-828.295119,891.093756,248.416668,-6.108562,318.227668,31.44682,53.742748,B
873.781718,-757.258557,-105.137909,-844.241181,948.884622,232.587106,-2.798734,267.042761,32.035315,49.444233,B
2773.10431,-3774.845842,-508.566352,-4075.066421,3772.627495,641.913271,-18.872287,1816.268314,33.4494,51.77409,M
763.704468,-720.647915,-103.191465,-820.538852,893.182081,241.328137,-4.123615,342.47056,36.488118,52.463615,B
562.208467,-488.997073,-110.10886,-586.858408,608.698131,214.544717,-6.861606,249.131728,29.313297,39.788775,B
898.420193,-725.094022,-133.154021,-837.410002,893.48681,257.961186,-7.284486,227.168925,35.730234,47.355828,B
1162.435693,-1016.115522,-178.385835,-1134.159551,1184.319167,295.533629,-7.450832,315.002001,33.499803,43.877267,B
636.52862,-488.110187,-113.520567,-597.893945,629.832148,227.853622,-6.249603,190.789311,34.827402,42.657311,B
457.097007,-361.772056,-78.136917,-426.083111,491.143081,173.722947,-2.894222,197.957351,27.173418,35.182904,B
836.28623,-831.432669,-129.78397,-942.381819,984.330534,258.120709,-4.612832,393.571359,37.182647,47.034131,B
470.580087,-335.572475,-101.01982,-421.155186,445.165325,188.145249,-6.755171,150.127946,27.128419,31.176759,B
1288.17212,-1678.243828,-194.187092,-1781.457617,1833.471372,318.529028,-6.110519,915.896481,28.605044,49.434315,M
1467.237819,-1967.106411,-230.975453,-2124.745976,2111.321091,377.263875,-7.155777,1059.726725,38.99288,55.023272,M
1791.235573,-1938.046452,-242.374526,-2094.996969,2096.550191,374.318303,-8.17651,693.351612,34.72655,50.986066,M
756.016864,-729.624539,-117.446278,-777.611346,868.811737,191.654193,-2.374763,322.034491,18.628328,28.738395,B
1966.408454,-2428.722934,-322.753101,-2627.235751,2521.3143,439.835995,-10.826686,1055.120613,29.263795,46.202781,M
3137.601845,-3259.114,-647.349902,-3735.827443,3164.644199,768.226922,-21.483388,845.088166,34.381538,47.27579,M
1167.4885,-1099.937985,-177.179167,-1177.602919,1245.609188,251.806967,-4.52429,350.722899,18.54299,29.39928,B
1020.41726,-905.093635,-134.899998,-992.284773,1081.128915,242.417744,-3.567107,284.494281,28.10029,41.545336,B
1094.312333,-1062.709223,-143.119672,-1147.672163,1237.241955,254.878102,-3.853472,400.337529,29.709147,42.484743,B
1105.405096,-1255.670905,-124.360971,-1354.359466,1464.025991,290.888996,-4.442295,655.491684,42.522072,63.840764,M
2076.140021,-2405.169146,-308.764488,-2590.65559,2519.176638,431.841853,-11.045773,936.969391,32.484336,47.207291,M
1230.644148,-1116.158821,-209.114391,-1240.05792,1249.927745,301.713932,-6.140467,332.337214,28.290816,33.699879,B
2174.750835,-2467.778716,-276.650793,-2652.834837,2655.218074,437.32201,-6.258887,930.200796,43.035071,60.728208,M
853.676349,-776.177781,-132.314029,-838.962434,921.64496,217.265464,-4.509914,305.49687,23.198507,32.547315,B
1399.250876,-1781.179509,-214.133545,-1908.663716,1923.73526,338.666266,-6.319768,909.789426,33.241519,46.698272,M
1509.592004,-1795.717978,-204.118862,-1928.997945,1974.727873,351.833942,-6.743584,839.451449,37.174281,57.417942,M
1391.729653,-1388.092936,-191.31847,-1476.475371,1548.864784,282.583154,-4.547603,467.700691,24.001288,35.005774,B
1976.354357,-2491.029657,-271.315678,-2665.358381,2643.290985,418.961783,-8.305495,1127.246673,37.526557,56.813703,M
956.575236,-931.365013,-117.886548,-1049.890618,1127.092001,272.7326,-4.698032,395.715032,38.662734,60.465809,M
799.489001,-770.156847,-144.197387,-895.447044,902.253463,262.024109,-9.647177,346.68438,28.578769,48.512911,B
750.652478,-634.716469,-110.184897,-713.054464,792.5009,213.324473,-3.468553,234.836125,26.53038,40.080139,B
1263.769879,-1478.148653,-305.024366,-1694.757363,1495.324305,411.957511,-16.766079,709.926213,30.16971,39.979786,M
713.137608,-596.713168,-144.285063,-692.493485,708.949804,222.623123,-5.118505,213.414086,23.037939,29.663206,B
545.901313,-463.614368,-102.689904,-522.882209,576.318394,172.460299,-2.969133,205.931159,20.731107,25.57709,B
1507.087112,-1909.376829,-265.493823,-2080.640946,2007.793348,385.45464,-9.783766,937.62007,30.983462,46.313289,M
753.672637,-695.030409,-117.931096,-800.798234,854.490361,240.982134,-6.333833,308.597345,29.943452,49.76862,B
960.481998,-932.076688,-135.821951,-1006.076929,1095.293723,239.270147,-4.009524,386.233075,27.632366,39.491347,B
675.405695,-608.865607,-112.735065,-690.640101,745.062176,210.817936,-5.074944,273.50241,25.845042,38.210903,B
806.542917,-718.941515,-149.478739,-807.164186,839.233522,232.681956,-5.838258,278.949017,25.401339,29.794461,B
820.011361,-841.730958,-133.511794,-941.20161,998.634106,254.152337,-6.136483,419.257465,28.882831,48.907422,M
1265.340988,-1186.952113,-192.968837,-1325.435218,1343.616469,314.502841,-8.524427,381.806265,32.477078,47.654035,B
1184.543728,-1130.91729,-164.815252,-1206.790836,1293.878448,260.233827,-4.479984,399.657699,26.046701,35.887493,B
1083.941627,-1065.417901,-150.590594,-1160.298588,1229.156614,259.779264,-3.740918,404.452327,30.945284,40.396967,B
967.733904,-881.004694,-162.573545,-1013.2799,1019.656163,282.689779,-7.180892,319.885397,35.806375,44.303423,B
411.966362,-286.654911,-58.207975,-389.467559,447.099783,197.432574,-4.682443,164.601482,35.470946,55.151979,B
571.63628,-512.465077,-161.646829,-658.875349,578.303203,257.91759,-10.476379,253.99375,25.467122,38.545613,B
711.827745,-612.196082,-121.093656,-683.864851,741.207549,200.485214,-3.755814,228.603219,22.51999,29.835966,B
1004.227106,-989.776307,-151.385865,-1073.133831,1139.477747,249.380686,-4.327165,400.103113,26.436267,37.346812,B
864.060028,-797.392717,-120.22324,-890.01684,965.523558,238.96735,-4.068102,317.471507,30.92832,45.694247,B
1757.393967,-2007.874082,-321.209965,-2233.920294,2089.727942,445.536243,-11.317047,807.567442,35.617183,46.10912,M
1604.242605,-1549.009637,-219.119912,-1702.061919,1717.158167,350.881728,-9.358773,455.974084,33.558848,52.419854,B
832.470054,-757.468657,-123.982138,-824.669024,906.514615,210.019154,-3.09725,281.734155,21.94431,33.353242,B
692.108987,-663.330705,-119.194915,-737.113445,788.62976,205.066867,-4.414989,304.845411,22.484957,33.119512,B
800.399852,-763.509576,-152.096664,-897.976852,890.390128,278.657859,-9.4425,358.152877,34.800174,48.541845,B
2091.851558,-2341.061415,-392.909473,-2581.533349,2362.558455,483.972027,-12.821766,834.785356,27.445315,32.176055,M
2248.985112,-3594.114739,-347.67946,-3770.676501,3687.178622,471.747108,-9.551152,2051.19241,30.811954,48.052603,M
876.249336,-767.983711,-125.564244,-887.538964,942.526884,263.865123,-5.738492,293.251253,38.348367,52.624138,B
3054.432212,-3850.271349,-382.999302,-4058.246571,3983.905079,520.055963,-9.006127,1549.628376,38.123997,50.83848,M
1267.026758,-1143.561954,-149.323957,-1243.756713,1340.212501,273.204515,-4.000452,325.993457,34.177713,46.81018,B
662.953774,-577.172649,-118.027699,-628.16097,695.423588,176.662833,-2.369064,221.309692,16.593469,21.640165,B
1632.049139,-1946.828913,-259.469785,-2113.409956,2068.630784,384.138212,-9.260531,860.075913,32.395066,48.253908,M
1842.640953,-2618.035447,-355.157988,-2874.3796,2665.19389,511.772741,-14.327542,1424.003233,42.298136,58.664173,M
1256.487991,-1167.162385,-168.552013,-1269.370691,1340.851539,277.935869,-5.127033,357.341688,29.292518,42.093575,B
860.038293,-787.332034,-139.42143,-855.099619,921.096098,215.361881,-3.888125,292.298365,21.251484,28.480276,B
1092.227256,-1520.009675,-171.438649,-1634.530072,1660.120776,309.640374,-7.240648,925.541614,33.676027,54.027081,M
1364.252625,-1701.954921,-224.788308,-1794.391104,1821.944591,305.059579,-5.345421,839.733548,19.992404,31.015274,M
691.439013,-533.696027,-125.300175,-625.434938,660.394184,209.318964,-5.256514,162.252388,25.307116,32.332435,B
657.728194,-554.933106,-121.272742,-651.090156,678.399926,214.462531,-7.055994,221.335672,26.211541,36.817073,B
438.894591,-324.776364,-84.182819,-395.793997,439.982544,168.476582,-3.765184,152.069835,24.98847,31.078513,B
584.01497,-519.12696,-116.511265,-636.148746,644.470644,233.26273,-8.565597,267.316512,31.068159,46.260912,B
1529.395182,-1459.893207,-194.325137,-1579.693232,1657.376156,328.261456,-5.705826,456.273694,34.487972,51.827434,M
983.249749,-861.017134,-116.423533,-968.420349,1053.552018,255.639349,-3.920159,283.762421,38.469827,52.495072,B
933.606441,-818.914604,-150.207128,-902.951293,951.697958,229.156536,-4.613594,251.818606,22.400679,29.782539,B
4049.125418,-5197.48777,-480.120899,-5459.220628,5335.279387,633.174555,-11.958408,2035.586442,37.44098,59.893605,M
2414.377813,-3313.815853,-329.291801,-3505.663104,3479.343714,492.360366,-7.747636,1640.798715,46.057223,59.715564,M
1442.471952,-1965.213888,-188.903419,-2084.703304,2143.923211,338.337604,-5.694446,1072.369778,35.237304,59.203698,M
749.885768,-650.239492,-135.652331,-741.911413,775.062304,223.428094,-4.752609,244.86799,25.663243,32.61345,B
1324.478503,-1465.770277,-156.388981,-1562.726854,1665.975998,292.567195,-2.698535,642.170914,38.657225,49.685712,M
611.774375,-608.965446,-118.933295,-704.332288,722.250683,219.076716,-6.768305,326.790027,26.173009,39.126498,B
1905.155239,-2191.433034,-209.541773,-2285.923145,2396.715607,333.386593,-3.715543,866.835605,31.934391,46.864381,M
794.276186,-736.521418,-122.965104,-821.20944,883.207937,227.161287,-4.176425,314.23226,29.528487,38.584558,B
800.647968,-669.273529,-109.406763,-769.409017,844.623335,231.457067,-5.052704,227.255701,30.05368,49.495186,B
864.594816,-775.996015,-134.026923,-859.539452,922.493962,229.787029,-4.132552,287.454062,27.436521,35.572993,B
1142.340041,-1090.635051,-153.452947,-1235.247488,1296.869474,323.067763,-5.822774,424.354907,40.337887,68.499128,M
942.2112,-819.735662,-193.13837,-990.66454,918.424583,312.841856,-11.697041,274.583677,37.007604,43.88109,B
546.336266,-377.576531,-106.172747,-499.379746,503.416047,210.392212,-12.261274,130.208444,31.471727,44.706391,B
931.961599,-1121.375138,-131.479371,-1267.685045,1307.245411,314.957574,-6.877974,659.192678,46.359015,71.545445,M
1256.910213,-1136.608491,-169.037039,-1243.569246,1328.139452,305.991613,-7.057691,393.747301,40.097808,49.995194,M
958.829777,-858.694946,-131.894526,-941.619881,1023.86515,236.670246,-4.02636,293.470687,28.165813,40.004436,B
1114.775768,-1179.794711,-183.229186,-1339.591183,1332.314439,340.689631,-11.578846,550.002931,38.277786,62.842181,M
1858.150515,-1880.281091,-291.754519,-2081.96981,1995.020149,416.342648,-9.359673,571.279754,37.614272,45.2756,M
2128.792027,-2646.958639,-258.547641,-2774.778989,2837.05296,409.299662,-7.630394,1206.679406,39.170554,57.703785,M
1218.864453,-1592.664377,-144.909519,-1674.30556,1791.190292,284.536635,-3.259581,882.530913,34.94898,53.915518,M
876.93599,-919.553225,-133.618488,-1032.296593,1078.026916,266.260221,-5.966673,451.444823,33.745667,51.628652,B
1754.172976,-1901.780376,-224.572321,-2013.552071,2078.426068,348.195178,-6.264152,727.897712,33.350656,46.48019,M
3032.301435,-3107.055025,-361.806344,-3332.086526,3298.78975,522.255286,-10.005209,817.061315,45.338162,59.782328,M
1167.273865,-1764.560023,-176.61102,-1914.770643,1936.682374,363.599086,-9.379176,1152.582835,41.053744,76.284482,M
914.547629,-990.599926,-149.691521,-1097.335432,1133.20659,267.87444,-5.762031,495.178655,31.983253,44.74997,B
1330.617254,-1508.281134,-181.481634,-1587.216837,1667.91307,280.884341,-3.599357,670.42986,28.835407,36.055856,M
564.296836,-423.867742,-89.915451,-513.442457,572.043594,200.494411,-4.814538,168.70911,29.821233,42.759265,B
1663.438975,-1862.701875,-264.305567,-2031.624725,1978.513722,387.114551,-8.515108,745.889043,34.945251,45.255668,M
1000.765516,-905.676387,-126.139527,-1002.509828,1102.833635,266.464869,-3.602215,351.511398,39.300482,52.500959,B
1333.719373,-1418.12075,-176.852884,-1477.779962,1574.827233,254.656126,-2.894205,550.600107,22.068738,28.430353,B
2341.187546,-2586.370813,-377.162187,-2839.002567,2669.444759,513.488182,-14.294996,897.241099,38.124188,51.119463,M
811.639632,-771.592114,-116.894793,-864.116395,933.705554,236.575965,-3.680677,342.048754,32.713758,44.961372,B
4366.949951,-3972.721788,-1200.040109,-4983.723458,3362.222439,1300.974469,-40.149994,321.800837,31.410741,34.817391,M
1721.080431,-1519.891575,-250.186858,-1713.899452,1676.875515,392.903723,-8.736049,329.975043,43.863529,51.467266,M
1160.799996,-1182.589683,-153.558134,-1308.142388,1375.384879,316.243292,-8.914969,527.536655,41.397972,64.124297,M
1079.97575,-1094.22845,-149.877682,-1190.518887,1274.583887,272.907883,-4.739324,460.153869,29.169364,49.018787,M
815.452863,-737.800202,-123.72976,-844.512914,902.30953,249.947593,-5.863373,305.660012,31.746153,49.899601,B
619.763806,-542.172531,-109.227697,-645.496348,676.877575,224.921433,-7.857587,261.23684,30.099752,45.97767,B
2270.784028,-3205.792123,-388.961177,-3449.093977,3256.910718,527.1524,-12.799596,1630.803708,37.111544,51.981661,M
2304.778383,-3989.51338,-332.222171,-4233.592347,4120.936712,547.011817,-9.811981,2460.845046,56.131956,81.230067,M
1053.007927,-1042.743194,-153.804917,-1105.543482,1191.682533,233.503276,-2.68745,404.995152,22.735434,29.207427,B
1040.779665,-1006.393992,-159.894374,-1077.630621,1152.136191,243.671489,-3.932552,386.59523,23.913525,30.771561,B
601.048286,-497.209369,-99.030698,-586.361346,641.343835,208.809391,-4.759357,223.728847,30.328338,41.881423,B
1424.48625,-1654.164304,-180.534184,-1760.783113,1842.23377,321.057228,-4.885128,766.551353,35.117082,54.528477,M
1023.393166,-1039.87881,-147.935689,-1132.875852,1195.410897,259.602628,-4.87432,440.977382,29.246244,42.648088,B
1187.214065,-1323.158536,-213.843808,-1434.911154,1421.831848,296.538287,-7.778536,586.728678,23.148443,30.973244,B
627.436981,-534.52084,-101.473823,-607.782736,676.139492,197.01695,-3.466861,233.795699,26.694717,35.998883,B
1266.483189,-1197.857476,-169.463574,-1266.557461,1365.49525,263.614651,-4.230465,405.540731,26.791275,34.545287,B
940.081401,-884.868651,-118.405054,-1000.284198,1074.836632,268.777654,-3.781015,365.34501,41.354637,56.347115,B
968.327599,-1022.396116,-138.571201,-1126.297504,1199.552935,282.20619,-4.81498,520.070495,38.29528,54.3893,M
1648.995109,-1819.949448,-208.345135,-1919.56789,2008.007828,328.040706,-4.245239,730.367097,32.580932,44.647694,M
765.655086,-600.021099,-80.62066,-709.418102,803.782106,244.590611,-3.258143,224.992205,46.886503,60.310203,B
760.602295,-618.871427,-76.759446,-769.740706,836.942055,280.326607,-5.448819,267.81387,58.55563,75.526706,B
